event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
YEM91566,"29 August 2024",2024,1,"Strategic developments","Strategic developments","Change to group/activity","Government of Yemen (2022-) Presidential Leadership Council","Giants Brigades","State forces",,,,"State forces only",,887,"Middle East",Yemen,Aden,,,Aden,12.7794,45.0367,3,"Al Mashhad Al Yemeni - Pro-IRG; STC Aden",Subnational-National,"Change to armed group: On 29 August 2024, IRG president Aidarous al-Zubaidi appointed Abu Zara'a Abdulrahman al-Mahrami, the commander of the Giants Brigade, to oversee security operations and anti-terrorism efforts across southern Yemen. Coded to IRG capital Aden.",0,,1725924120
YEM91371,"29 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)",,"External/Other forces","Military Forces of Yemen (2017-) Houthi",,"State forces","State forces-External/Other forces",,887,"Middle East",Yemen,Sanaa,"Bani Hushaysh",,Saraf,15.4288,44.2693,1,"USCENTCOM; Yemen Window",Other-National,"On 29 August 2024, at an unspecified time, US forces conducted 3 strikes to destroy 1 Houthi missile system and to intercept 1 Houthi drone in Saraf (Bani Hushaysh, Sanaa). Casualties unknown. CENTCOM claimed the destruction of 1 Houthi missile system and 1 drone that day without providing locations, while another source reported 3 raids on Saraf.",0,,1728335036
YEM91400,"28 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Al Abu Salih Tribal Group (Yemen); Al Qayfa Tribal Group (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Bayda",Rada,,Radaa,14.4151,44.8371,1,"Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Mareb Press; Undisclosed Source","Local partner-Other","On 28 August 2024, armed Al Abu Salih and other Al Qayfa tribesmen surrounded and closed the Primary Court in Radaa city (Rada, Al Bayda) demanding an urgent death sentence against a Houthi security official accused of raping an 12-year-old boy from the Al Abu Salih tribe who was visiting a detained relative. The boy's father later clarified that his son had been raped by an another inmate rather than a Houthi official. A Houthi-run court then sentenced the perpetrator to death.",0,"crowd size=no report",1725317867
YEM91402,"28 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Students (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah",Maain,,"Sanaa - At Talahum",15.357,44.1752,1,"Yemen News Agency (SABA) - Houthi",National,"On 28 August 2024, students of Al Razi University held a Houthi-sponsored protest stand in Sanaa - At Talahum (Maain, Amanat al Asimah) in solidarity with the Palestinian people and denouncing the 'Zionist genocide' in the context of the latest round of violence in Israel-Palestine.",0,"crowd size=no report",1725317867
YEM91403,"28 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Students (Yemen); Teachers (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah",Maain,,"Sanaa - Sanaa University",15.3655,44.181,1,"Yemen News Agency (SABA) - Houthi",National,"On 28 August 2024, students and academics held a Houthi-sponsored protest stand in Sanaa - Sanaa University (Maain, Amanat al Asimah) in solidarity with the Palestinian people and denouncing the 'Zionist crimes' in the context of the latest round of violence in Israel-Palestine. The university president and deans took part in the stand.",0,"crowd size=no report",1725317867
YEM91401,"28 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Students (Yemen); Teachers (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Hudaydah","Al Hawak",,"Al Hudaydah - Al Hodeidah University",14.776,42.956,1,"Yemen News Agency (SABA) - Houthi",National,"On 28 August 2024, students and academic staff of Al Hudaydah University held a Houthi-sponsored protest stand in Al Hudaydah - Al Hudaydah University (Al Hawak) in solidarity with the Palestinian people and denouncing the 'Zionist crimes' in the context of the latest round of violence in Israel-Palestine. The university president took part in the stand.",0,"crowd size=no report",1731979406
YEM91385,"27 August 2024",2024,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Yemen (2022-) Presidential Leadership Council - STC Aden Security",,"State forces","Military Forces of Yemen (2017-) Houthi","Police Forces of Yemen (2017-) Houthi","State forces","State forces-State forces",,887,"Middle East",Yemen,Aden,"Khur Maksar",,"Aden - Aden International Airport",12.8274,45.031,1,"2 December News; Al Mashhad Al Yemeni - Pro-IRG",National,"On 27 August 2024, STC police forces (coded as STC Aden Security) arrested 2 Houthi leaders in Aden - Aden International airport (Khur Maksar) following their return from Cairo, Egypt. The Houthi leaders were Abdulmumin Muhammad Ismail, the Houthi deputy governor of Taizz, and the Abdulhakim Abdulmumin Muhammad Ismail, who worked as a Houthi supervisor in Taizz (coded as Police). They were accused of espionage, involvement in war crimes, and child soldier recruitment. The men were transferred to the specialized criminal court, awaiting trial.",0,,1725317867
YEM91398,"27 August 2024",2024,1,"Strategic developments","Strategic developments",Other,"Government of Iran (1989-)",,"External/Other forces",,,,"External/Other forces only",,887,"Middle East",Yemen,"Amanat al Asimah",,,Sanaa,15.3547,44.2067,2,"Yemen News Agency (SABA) - Houthi",National,"Other: On 27 August 2024, the new Iranian Ambassador to Yemen, Ali Muhammad Rezaei, presented his credentials to the Houthi Foreign Minister, Jamal Amer, in Sanaa (Amanat al Asimah).",0,,1725317867
YEM91399,"27 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Raymah,"Bilad At Taam",,"Markaz Bilad At Taam",14.8336,43.5364,2,"Al Masirah",National,"On 27 August 2024, residents held a Houthi-sponsored march in Bilad At Taam district (coded to district center Markaz Bilad At Taam, Raymah) in solidarity with the Palestinian people and Houthi actions against Israel, and denouncing 'the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political officials took part in the demonstration.",0,"crowd size=no report",1725317867
YEM91407,"27 August 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","AQAP: Al Qaeda in the Arabian Peninsula",,"Rebel group","Military Forces of Yemen (2022-) Presidential Leadership Council - STC",,"State forces","State forces-Rebel group",,887,"Middle East",Yemen,Abyan,Mudiyah,,Imbaqirah,13.9984,46.2779,1,"An Nusra Media","New media","On 27 August 2024, AQAP militants claimed to have targeted with an IED a military vehicle of 'UAE mercenaries' (coded as STC generic forces) on the road of Imbaqirah (Mudiyah, Abyan). Causalities unknown.",0,,1725317867
YEM91565,"27 August 2024",2024,1,"Political violence","Violence against civilians",Attack,"Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Labor Group (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Taizz,,,Taizz,13.5752,44.0214,1,"Al Mashhad Al Yemeni - Pro-IRG",National,"On 27 August 2024, a Houthi sniper shot and injured 1 teenager in Taizz city while he was working a night job.",0,,1725924120
YEM91387,"27 August 2024",2024,1,"Political violence","Violence against civilians",Attack,"Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Labor Group (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Ibb,Ibb,,"Az Zahar",14.0327,44.1477,1,"2 December News",National,"On 27 August 2024, a Houthi gunman killed 1 qat seller in the central market of Az Zahar (Ibb, Ibb). The incident occurred after the qat seller refused to let the Houthi gunman take his qat without payment. The gunman shot the seller dead, stole the qat, and fled the scene while firing randomly, injuring several marketgoers.",1,,1730180206
YEM91384,"27 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","West Coast Joint Forces","Giants Brigades","Political militia","State forces-Political militia",,887,"Middle East",Yemen,"Al Hudaydah",Hays,,"Jabal Dubas",14.0187,43.5126,1,"Aden al Ghad; Al Mashhad Al Yemeni - Pro-IRG; Al Sahil Al Gharbi",Subnational-National,"On 27 August 2024, Houthi forces clashed with the 7th Giants Brigade (coded under WCJF) in Jabal Dubas (Hays, Al Hudaydah) killing 1 Giants fighter and injuring 1 other. Giants Brigades forces thwarted the attack, and Houthi forces retreated after sustaining unspecified fatalities. Unspecified number of fatalities coded as 3 on the Houthi side. Total fatalities coded as 4.",4,,1730758100
YEM91370,"26 August 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)",,"External/Other forces","AQAP: Al Qaeda in the Arabian Peninsula",,"Rebel group","Rebel group-External/Other forces",,887,"Middle East",Yemen,Marib,Marib,,"Wadi Abidah",15.4584,45.3864,2,"2 December News; Yemen Window",National,"On 26 August 2024, suspected US forces conducted a drone strike in the Wadi Abidah region (Marib) targeting 1 senior AQAP leader, Uthman Al-Najdi, a Saudi national responsible for manufacturing explosives within the organization. Sources differed as to whether the leader was killed or not -- unclear fatalities coded as 0 on the conservative side.",0,,1725317868
YEM91389,"26 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Aden,"Al Mualla",,"Aden - Al Maalla",12.7899,45.0024,1,"Aden al Ghad; Khabar News Agency (Yemen)",National,"On 26 August 2024, hundreds of residents staged a protest in Aden - Al Maalla (Al Mualla) demanding access to drinking water. The protesters claimed that they had been without water for over a month and that the supply reaching them was extremely scarce. This was one of two similar demonstrations that day.",0,"crowd size=hundreds",1725317868
YEM91390,"26 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)",,Protesters,,,,"Protesters only",,887,"Middle East",Yemen,Aden,Craiter,,"Aden - Hayy al Aydarus",12.7718,45.0351,1,"Khabar News Agency (Yemen)",National,"On 26 August 2024, residents staged a protest in Aden - Hayy al Aydarus (Craiter) demanding access to drinking water. The protestors demanded access to clean drinking water, stating that their neighborhood had been without water for over a month. They explained that they had resorted to using donkeys to fetch water from distant locations. The demonstrators marched from Shaab al Aydarus to the headquarters of the General Water Corporation. This was one of two similar demonstrations that day.",0,"crowd size=no report",1725317868
YEM91391,"26 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Al Abu Salih Tribal Group (Yemen); Al Qayfa Tribal Group (Yemen)",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Al Bayda",Rada,,Radaa,14.4151,44.8371,1,"Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Undisclosed Source","Local partner-Other","On 26 August 2024, dozens of armed Al Abu Salih and other Al Qayfa tribesmen surrounded the Radaa central prison in Radaa city (Rada, Al Bayda) to demand punishment for a Houthi security official accused of raping an 12-year-old boy from the Al Abu Salih tribe who was visiting a detained relative. The boy's father later clarified that his son had been raped by an another inmate rather than a Houthi official. A Houthi-run court then sentenced the perpetrator to death.",0,"crowd size=dozens",1725317868
YEM91396,"26 August 2024",2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)",,Civilians,"State forces-Civilians",,887,"Middle East",Yemen,Ibb,"Al Mashannah",,"Ar Ruzmah",13.9698,44.1928,1,"Khabar News Agency (Yemen)",National,"Land seizure: On 26 August 2024, a Houthi military official seized the land belonging to a citizen in Naqil Badan in Ar Ruzmah on the east of Ibb city (Al Mashannah, Ibb). Local sources claimed that the Houthi official brought in equipment and began construction on the land.",0,,1725317868
YEM91383,"25 August 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Communal Militia (Yemen)",,"Identity militia","Unidentified Communal Militia (Yemen)",,"Identity militia","Identity militia-Identity militia",,887,"Middle East",Yemen,Taizz,"Al Maafer",,"Al Nashmah",13.3903,43.9683,2,"Aden al Ghad",National,"On 25 August 2024, unidentified gunmen clashing over a land dispute exchanged fire in Al Maafer district (coded to district center Al Nashmah) (Taizz), leaving 2 injured. There were no fatalities. Police forces arrested 5 people in connection to the clash.",0,,1725317868
YEM91394,"25 August 2024",2024,2,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,Marib,"Marib City",,Marib,15.461,45.3253,3,"Al Mashhad Al Yemeni - Pro-IRG",National,"Movement of forces: Around 25 August 2024 (as reported), Houthi forces deployed heavy weapons and military reinforcements to the battlefronts in Marib governorate (coded to governorate capital Marib). Sources speculated that the deployment aimed at tightening the siege on Marib.",0,,1725317868
YEM91406,"25 August 2024",2024,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Military Forces",,"External/Other forces","Civilians (Yemen)","Students (Yemen)",Civilians,"External/Other forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Sanaa,"Bani Matar",,"Al Qalis",15.245,43.9822,1,"2 December News; Ansar Allah; Yemen News Agency (SABA) - Houthi; Yemen Window",National,"On 25 August 2024, an unidentified explosive device exploded inside a school in Al Qalis village (Bani Matar, Sanaa), injuring 30 students. Sources differed as to the origin of the device (Houthi or anti-Houthi) and type. Some sources claimed that it was a Houthi landmine hidden inside the school, which they claimed Houthi forces used as a landmine storage. Other sources claimed that the explosion happened during a Houthi training on explosives inside the school. Houthi-affiliated sources claimed that the explosion resulted from a war remnant belonging to anti-Houthi forces, brought to the school by a student who found it in a nearby area. The student tampered with the projectile inside the classroom, leading to its detonation.",0,,1725317868
YEM91413,"25 August 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,Taizz,"At Taiziyah",,"As Siyahi",13.5696,43.9337,1,"Yemen Window",National,"On 25 August 2024, Houthi forces fired mortar shells at As Siyahi village (At Taiziyah, Taizz). Casualties unknown.",0,,1725317869
YEM91563,"25 August 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Yemen (2022-) Presidential Leadership Council - STC Aden Security",,"State forces","Civilians (Yemen)","Al Uzaybah Tribal Group (Yemen); Military Forces of Yemen (2022-) Presidential Leadership Council - Coast Guard",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Aden,"Ash Shaikh Outhman",,"Aden - Ash Shaikh Outhman",12.8768,44.9931,1,"Al Masdar; Al Mashhad Al Yemeni - Pro-IRG",National,"On 25 August 2024, forces from the Ash Shaikh Outhman police station (coded as Aden Security) abducted 3 people, including 1 Coast Guard officer, in Aden - Ash Shaikh Outhman (Ash Shaikh Outhman, Aden) and handed them and the vehicle they were driving over to two STC military patrols, who took them to the Waddah Hall prison. The officer was part of the Coast Guard forces in Al Mukha and had returned to Aden to spend his vacation. He was also the son of the tribal sheikh of Al Uzaybah tribe. The reason behind the abduction was not reported.",0,,1725924120
YEM91564,"25 August 2024",2024,1,"Political violence","Violence against civilians","Sexual violence","Police Forces of Yemen (2017-) Houthi - Prison Guards",,"State forces","Civilians (Yemen)","Al Abu Salih Tribal Group (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,"Al Bayda",Rada,,Radaa,14.4151,44.8371,1,"Al Masdar; Al Mashhad Al Yemeni - Pro-IRG",National,"On 25 August 2024, a Houthi militant raped 1 child from the Al Abu Salih tribe who was visiting his imprisoned brother at the central prison in Radaa City (Al Bayda). The Radaa District Court issued an urgent death sentence against the Houthi militant on 28 August 2024, but it was postponed for unclear reasons, causing clashes between Houthi forces and armed tribesmen on a later date (coded separately). Pro-IRG sources reported that the assailant was smuggled out of prison by Houthi forces and another inmate was accused of the crime.",0,,1725924120
YEM91369,"24 August 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Yemen (2022-) Presidential Leadership Council - STC Aden Security",,"State forces","Civilians (Yemen)",,Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Aden,Attawahi,,"Aden - Gold Mohur Valley",12.7719,44.9931,1,"Aden al Ghad; Al Mashhad Al Yemeni - Pro-IRG",National,"On 24 August 2024, STC forces (coded as STC Aden Security) abducted 5 members of the same family in Aden - Gold Mohur Valley (Attawahi) and held them incommunicado. The STC forces released 4 of them on 26 August. The 5th victim, an expatriate leaving in Saudi Arabia who had just returned to Aden, was kept for sending remittances under accusations of conducting unspecified money transfers.",0,,1725317869
YEM91372,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah","Al Wahdah",,"Sanaa - Al Wahdah",15.3352,44.1868,2,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and Houthi military personnel, held a Houthi-sponsored protest march in Al Wahdah district (coded to district center Sanaa - Al Wahdah) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel, and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91373,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah","As Sabain",,"Sanaa - Al Sabeen",15.3028,44.218,2,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and Houthi military personnel, held a Houthi-sponsored protest march in As Sabain district (coded to district center Sanaa - Al Sabeen) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel, and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91374,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah",Assafiyah,,"Sanaa - Assafiyah",15.3431,44.2355,2,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and Houthi military personnel, held a Houthi-sponsored protest march in Assafiyah district (coded to district center Sanaa - Assafiyah) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91375,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah","At Tahrir",,"Sanaa - At Tahrir",15.354,44.1979,2,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and Houthi military personnel, held a Houthi-sponsored protest march in At Tahrir district (coded to district center Sanaa - At Tahrir) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel, and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91376,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Hamas Movement; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah",Aththaorah,,"Sanaa - Aththaorah",15.3911,44.1929,2,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and Houthi military personnel, held a Houthi-sponsored protest march in Aththaorah district (coded to district center Sanaa - Aththaorah) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials and the Hamas's representative in Yemen took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91378,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah","Bani Al Harith",,"Bani al Harith",15.5062,44.2601,2,"Al Masirah",National,"On 24 August 2024, protesters, including civilians and Houthi military personnel, held a Houthi-sponsored protest march in the Bani Al Harith district (coded to district center Bani al Harith) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel, and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91379,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah",Maain,,"Sanaa - Maain",15.3706,44.1659,2,"Al Masirah; Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and graduates of the Houthi military courses, held a Houthi-sponsored protest march in Maain district (coded to district center Sanaa - Maain) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel, and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91380,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah","Old City",,"Sanaa - Old City",15.3551,44.2145,2,"Al Masirah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and Houthi military personnel, held a Houthi-sponsored protest march in the Old City district (coded to district center Sanaa - Old City) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel, and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91381,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah",Shuaub,,"Sanaa - Shuaub",15.3856,44.2241,2,"Al Masirah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and graduates of the Houthi military courses, held a Houthi-sponsored protest march in Shuaub district (coded to district center Sanaa - Shuaub) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel, and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1725317869
YEM91386,"24 August 2024",2024,1,"Political violence","Violence against civilians",Attack,"Police Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Health Workers (Yemen); Students (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Ibb,"Al Dhihar",,"Ibb - Thawrah Hospital",13.9775,44.1695,1,"Al Masdar; Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen); Yemen Window",National,"On 24 August 2024, Houthi forces led by a Houthi supervisor (mushrif) (coded as Police) assaulted several medical students inside Ibb - Thawrah Hospital (Al Dhihar, Ibb), using sticks and rifle butts, breaking 1 student's arm, after an altercation between one of the students and a Houthi soldier. There were no fatalities.",0,,1725317869
YEM91393,"24 August 2024",2024,1,"Strategic developments","Strategic developments","Change to group/activity","Military Forces of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,"Amanat al Asimah",,,Sanaa,15.3547,44.2067,3,"Al Mashhad Al Yemeni - Pro-IRG",National,"Security measures: On 24 August 2024, Houthi forces deployed troops with heavy and light weaponry at all entrances, exits, and within the neighborhoods of Sanaa governorate (coded to Sanaa City) (Amanat al Asimah) in a security measure to prevent celebrations of the 42nd anniversary of the General People's Congress Party's founding.",0,,1725317869
YEM91397,"24 August 2024",2024,1,"Strategic developments","Strategic developments",Other,"Government of Yemen (2017-) Houthi",,"State forces",,,,"State forces only",,887,"Middle East",Yemen,"Amanat al Asimah",,,Sanaa,15.3547,44.2067,3,"Al Mashhad Al Yemeni - Pro-IRG; Ansar Allah",National,"Other: On 24 August 2024, the Houthi government issued several decrees (coded to Sanaa) (Amanat al Asimah), establishing the Office of the Prime Minister and a 'State Legal Office' as a replacement for the Ministry of Legal Affairs. Sources speculated that the newly established offices would limit the powers of the Prime Minister and Parliament.",0,,1725317869
YEM91382,"24 August 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-) Presidential Leadership Council - STC",,"State forces","State forces-State forces",,887,"Middle East",Yemen,Abyan,Lawdar,,Thirah,13.8819,45.7993,2,"Al Mashhad Al Yemeni - Pro-IRG; Dera Al Ganoob; Khabar News Agency (Yemen); Nukhba Hadramawt; Yemen Window",Subnational-National,"On 24 August 2024, STC forces (coded as STC generic forces) clashed with Houthi forces on the Thirah front (Lawdar, Abyan). Houthi forces opened fire at the STC forces using medium and heavy weapons, and the STC forces responded via unspecified means and killed a number of Houthi fighters. Unclear fatalities coded as 3.",3,,1730758100
YEM91377,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi; Military Forces of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah",Azzal,,"Sanaa - Azzal",15.3562,44.2385,2,"Ansar Allah; Yemen News Agency (SABA) - Houthi",National,"On 24 August 2024, protesters, including civilians and Houthi military personnel, held a Houthi-sponsored protest march in Azzal district (coded to district center Sanaa - Azzal) (Amanat al Asimah) in solidarity with the Palestinian people and Houthi actions against Israel and denouncing 'the crimes of the Zionist enemy' in the context of the latest round of violence in Israel-Palestine on the occasion of Prophet Muhammad's birthday. Houthi-affiliated political and military officials took part in the demonstration.",0,"crowd size=no report",1730764902
YEM91150,"23 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Yemen)","Government of Yemen (2017-) Houthi",Protesters,,,,"Protesters only",,887,"Middle East",Yemen,"Amanat al Asimah","As Sabain",,"Sanaa - As Sabain Square",15.3232,44.205,1,"Al Masirah; Ansar Allah; Yemen News Agency (SABA) - Houthi; Yemeni Army - Houthi",Other-National,"On 23 August 2024, millions of protesters held a Houthi-sponsored protest march in Sanaa - As Sabain Square (As Sabain, Amanat al Asimah) under the slogan 'With Gaza and Al-Aqsa... Jihad and Steadfastness until Victory' in solidarity with the Palestinian people and with Houthi actions against Israel in the context of the latest round of violence in Israel-Palestine. Houthi-affiliated political officials took part in the demonstration.",0,"crowd size=millions",1724714238
