Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,current,2023-06-01,2023-06-30,3,20631,0.2
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,current,2023-06-01,2023-06-30,4,15473,0.15
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,first projection,2023-07-01,2023-09-30,all,103159,1.0
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,first projection,2023-07-01,2023-09-30,3+,41262,0.4
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,first projection,2023-07-01,2023-09-30,1,20631,0.2
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,first projection,2023-07-01,2023-09-30,2,41263,0.4
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,first projection,2023-07-01,2023-09-30,3,20631,0.2
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,first projection,2023-07-01,2023-09-30,4,20631,0.2
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,second projection,2023-10-01,2024-02-29,all,103159,1.0
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,second projection,2023-10-01,2024-02-29,3+,36104,0.35
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,second projection,2023-10-01,2024-02-29,1,30947,0.3
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,second projection,2023-10-01,2024-02-29,2,36105,0.35
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,second projection,2023-10-01,2024-02-29,3,20631,0.2
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,second projection,2023-10-01,2024-02-29,4,15473,0.15
Jun 2023,SDN,48579711,West Kordofan,Al lagowa,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,West Kordofan,As sunut,current,2023-06-01,2023-06-30,all,147528,1.0
Jun 2023,SDN,48579711,West Kordofan,As sunut,current,2023-06-01,2023-06-30,3+,44257,0.3
Jun 2023,SDN,48579711,West Kordofan,As sunut,current,2023-06-01,2023-06-30,1,59011,0.4
Jun 2023,SDN,48579711,West Kordofan,As sunut,current,2023-06-01,2023-06-30,2,44258,0.3
Jun 2023,SDN,48579711,West Kordofan,As sunut,current,2023-06-01,2023-06-30,3,29505,0.2
Jun 2023,SDN,48579711,West Kordofan,As sunut,current,2023-06-01,2023-06-30,4,14752,0.1
Jun 2023,SDN,48579711,West Kordofan,As sunut,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,West Kordofan,As sunut,first projection,2023-07-01,2023-09-30,all,147528,1.0
Jun 2023,SDN,48579711,West Kordofan,As sunut,first projection,2023-07-01,2023-09-30,3+,59011,0.4
Jun 2023,SDN,48579711,West Kordofan,As sunut,first projection,2023-07-01,2023-09-30,1,36882,0.25
Jun 2023,SDN,48579711,West Kordofan,As sunut,first projection,2023-07-01,2023-09-30,2,51634,0.35
Jun 2023,SDN,48579711,West Kordofan,As sunut,first projection,2023-07-01,2023-09-30,3,36882,0.25
Jun 2023,SDN,48579711,West Kordofan,As sunut,first projection,2023-07-01,2023-09-30,4,22129,0.15
Jun 2023,SDN,48579711,West Kordofan,As sunut,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,West Kordofan,As sunut,second projection,2023-10-01,2024-02-29,all,147528,1.0
Jun 2023,SDN,48579711,West Kordofan,As sunut,second projection,2023-10-01,2024-02-29,3+,51634,0.35
Jun 2023,SDN,48579711,West Kordofan,As sunut,second projection,2023-10-01,2024-02-29,1,44258,0.3
Jun 2023,SDN,48579711,West Kordofan,As sunut,second projection,2023-10-01,2024-02-29,2,51634,0.35
Jun 2023,SDN,48579711,West Kordofan,As sunut,second projection,2023-10-01,2024-02-29,3,29505,0.2
Jun 2023,SDN,48579711,West Kordofan,As sunut,second projection,2023-10-01,2024-02-29,4,22129,0.15
Jun 2023,SDN,48579711,West Kordofan,As sunut,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,current,2023-06-01,2023-06-30,all,119060,1.0
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,current,2023-06-01,2023-06-30,3+,41671,0.35
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,current,2023-06-01,2023-06-30,1,47624,0.4
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,current,2023-06-01,2023-06-30,2,29765,0.25
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,current,2023-06-01,2023-06-30,3,23812,0.2
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,current,2023-06-01,2023-06-30,4,17859,0.15
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,first projection,2023-07-01,2023-09-30,all,119060,1.0
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,first projection,2023-07-01,2023-09-30,3+,41671,0.35
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,first projection,2023-07-01,2023-09-30,1,23812,0.2
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,first projection,2023-07-01,2023-09-30,2,53577,0.45
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,first projection,2023-07-01,2023-09-30,3,23812,0.2
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,first projection,2023-07-01,2023-09-30,4,17859,0.15
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,second projection,2023-10-01,2024-02-29,all,119060,1.0
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,second projection,2023-10-01,2024-02-29,3+,47624,0.4
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,second projection,2023-10-01,2024-02-29,1,23812,0.2
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,second projection,2023-10-01,2024-02-29,2,47624,0.4
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,second projection,2023-10-01,2024-02-29,3,29765,0.25
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,second projection,2023-10-01,2024-02-29,4,17859,0.15
Jun 2023,SDN,48579711,West Kordofan,As salam - wk,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abassiya,current,2023-06-01,2023-06-30,all,146159,1.0
Jun 2023,SDN,48579711,South Kordofan,Abassiya,current,2023-06-01,2023-06-30,3+,80386,0.55
Jun 2023,SDN,48579711,South Kordofan,Abassiya,current,2023-06-01,2023-06-30,1,21923,0.15
Jun 2023,SDN,48579711,South Kordofan,Abassiya,current,2023-06-01,2023-06-30,2,43847,0.3
Jun 2023,SDN,48579711,South Kordofan,Abassiya,current,2023-06-01,2023-06-30,3,51155,0.35
Jun 2023,SDN,48579711,South Kordofan,Abassiya,current,2023-06-01,2023-06-30,4,29231,0.2
Jun 2023,SDN,48579711,South Kordofan,Abassiya,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abassiya,first projection,2023-07-01,2023-09-30,all,146159,1.0
Jun 2023,SDN,48579711,South Kordofan,Abassiya,first projection,2023-07-01,2023-09-30,3+,95002,0.65
Jun 2023,SDN,48579711,South Kordofan,Abassiya,first projection,2023-07-01,2023-09-30,1,21923,0.15
Jun 2023,SDN,48579711,South Kordofan,Abassiya,first projection,2023-07-01,2023-09-30,2,29231,0.2
Jun 2023,SDN,48579711,South Kordofan,Abassiya,first projection,2023-07-01,2023-09-30,3,58463,0.4
Jun 2023,SDN,48579711,South Kordofan,Abassiya,first projection,2023-07-01,2023-09-30,4,36539,0.25
Jun 2023,SDN,48579711,South Kordofan,Abassiya,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abassiya,second projection,2023-10-01,2024-02-29,all,146159,1.0
Jun 2023,SDN,48579711,South Kordofan,Abassiya,second projection,2023-10-01,2024-02-29,3+,65770,0.45
Jun 2023,SDN,48579711,South Kordofan,Abassiya,second projection,2023-10-01,2024-02-29,1,21923,0.15
Jun 2023,SDN,48579711,South Kordofan,Abassiya,second projection,2023-10-01,2024-02-29,2,58463,0.4
Jun 2023,SDN,48579711,South Kordofan,Abassiya,second projection,2023-10-01,2024-02-29,3,43847,0.3
Jun 2023,SDN,48579711,South Kordofan,Abassiya,second projection,2023-10-01,2024-02-29,4,21923,0.15
Jun 2023,SDN,48579711,South Kordofan,Abassiya,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,current,2023-06-01,2023-06-30,all,207046,1.0
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,current,2023-06-01,2023-06-30,3+,93170,0.45
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,current,2023-06-01,2023-06-30,1,31056,0.15
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,current,2023-06-01,2023-06-30,2,82818,0.4
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,current,2023-06-01,2023-06-30,3,82818,0.4
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,current,2023-06-01,2023-06-30,4,10352,0.05
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,first projection,2023-07-01,2023-09-30,all,207046,1.0
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,first projection,2023-07-01,2023-09-30,3+,103522,0.5
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,first projection,2023-07-01,2023-09-30,1,31056,0.15
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,first projection,2023-07-01,2023-09-30,2,72466,0.35
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,first projection,2023-07-01,2023-09-30,3,82818,0.4
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,first projection,2023-07-01,2023-09-30,4,20704,0.1
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,second projection,2023-10-01,2024-02-29,all,207046,1.0
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,second projection,2023-10-01,2024-02-29,3+,82818,0.4
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,second projection,2023-10-01,2024-02-29,1,31056,0.15
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,second projection,2023-10-01,2024-02-29,2,93170,0.45
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,second projection,2023-10-01,2024-02-29,3,72466,0.35
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,second projection,2023-10-01,2024-02-29,4,10352,0.05
Jun 2023,SDN,48579711,South Kordofan,Abu jubayhah,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,current,2023-06-01,2023-06-30,all,113716,1.0
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,current,2023-06-01,2023-06-30,3+,51171,0.45
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,current,2023-06-01,2023-06-30,1,28429,0.25
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,current,2023-06-01,2023-06-30,2,34114,0.3
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,current,2023-06-01,2023-06-30,3,34114,0.3
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,current,2023-06-01,2023-06-30,4,17057,0.15
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,first projection,2023-07-01,2023-09-30,all,113716,1.0
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,first projection,2023-07-01,2023-09-30,3+,56857,0.5
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,first projection,2023-07-01,2023-09-30,1,28429,0.25
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,first projection,2023-07-01,2023-09-30,2,28429,0.25
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,first projection,2023-07-01,2023-09-30,3,34114,0.3
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,first projection,2023-07-01,2023-09-30,4,22743,0.2
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,second projection,2023-10-01,2024-02-29,all,113716,1.0
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,second projection,2023-10-01,2024-02-29,3+,39800,0.35
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,second projection,2023-10-01,2024-02-29,1,28429,0.25
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,second projection,2023-10-01,2024-02-29,2,45486,0.4
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,second projection,2023-10-01,2024-02-29,3,28429,0.25
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,second projection,2023-10-01,2024-02-29,4,11371,0.1
Jun 2023,SDN,48579711,South Kordofan,Abu kershola,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al buram,current,2023-06-01,2023-06-30,all,176578,1.0
Jun 2023,SDN,48579711,South Kordofan,Al buram,current,2023-06-01,2023-06-30,3+,88288,0.5
Jun 2023,SDN,48579711,South Kordofan,Al buram,current,2023-06-01,2023-06-30,1,26486,0.15
Jun 2023,SDN,48579711,South Kordofan,Al buram,current,2023-06-01,2023-06-30,2,61802,0.35
Jun 2023,SDN,48579711,South Kordofan,Al buram,current,2023-06-01,2023-06-30,3,52973,0.3
Jun 2023,SDN,48579711,South Kordofan,Al buram,current,2023-06-01,2023-06-30,4,35315,0.2
Jun 2023,SDN,48579711,South Kordofan,Al buram,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al buram,first projection,2023-07-01,2023-09-30,all,176578,1.0
Jun 2023,SDN,48579711,South Kordofan,Al buram,first projection,2023-07-01,2023-09-30,3+,114775,0.65
Jun 2023,SDN,48579711,South Kordofan,Al buram,first projection,2023-07-01,2023-09-30,1,26486,0.15
Jun 2023,SDN,48579711,South Kordofan,Al buram,first projection,2023-07-01,2023-09-30,2,35315,0.2
Jun 2023,SDN,48579711,South Kordofan,Al buram,first projection,2023-07-01,2023-09-30,3,70631,0.4
Jun 2023,SDN,48579711,South Kordofan,Al buram,first projection,2023-07-01,2023-09-30,4,44144,0.25
Jun 2023,SDN,48579711,South Kordofan,Al buram,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al buram,second projection,2023-10-01,2024-02-29,all,176578,1.0
Jun 2023,SDN,48579711,South Kordofan,Al buram,second projection,2023-10-01,2024-02-29,3+,79459,0.45
Jun 2023,SDN,48579711,South Kordofan,Al buram,second projection,2023-10-01,2024-02-29,1,26486,0.15
Jun 2023,SDN,48579711,South Kordofan,Al buram,second projection,2023-10-01,2024-02-29,2,70631,0.4
Jun 2023,SDN,48579711,South Kordofan,Al buram,second projection,2023-10-01,2024-02-29,3,52973,0.3
Jun 2023,SDN,48579711,South Kordofan,Al buram,second projection,2023-10-01,2024-02-29,4,26486,0.15
Jun 2023,SDN,48579711,South Kordofan,Al buram,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al leri,current,2023-06-01,2023-06-30,all,44623,1.0
Jun 2023,SDN,48579711,South Kordofan,Al leri,current,2023-06-01,2023-06-30,3+,20079,0.45
Jun 2023,SDN,48579711,South Kordofan,Al leri,current,2023-06-01,2023-06-30,1,11155,0.25
Jun 2023,SDN,48579711,South Kordofan,Al leri,current,2023-06-01,2023-06-30,2,13386,0.3
Jun 2023,SDN,48579711,South Kordofan,Al leri,current,2023-06-01,2023-06-30,3,13386,0.3
Jun 2023,SDN,48579711,South Kordofan,Al leri,current,2023-06-01,2023-06-30,4,6693,0.15
Jun 2023,SDN,48579711,South Kordofan,Al leri,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al leri,first projection,2023-07-01,2023-09-30,all,44623,1.0
Jun 2023,SDN,48579711,South Kordofan,Al leri,first projection,2023-07-01,2023-09-30,3+,24542,0.55
Jun 2023,SDN,48579711,South Kordofan,Al leri,first projection,2023-07-01,2023-09-30,1,8924,0.2
Jun 2023,SDN,48579711,South Kordofan,Al leri,first projection,2023-07-01,2023-09-30,2,11155,0.25
Jun 2023,SDN,48579711,South Kordofan,Al leri,first projection,2023-07-01,2023-09-30,3,15618,0.35
Jun 2023,SDN,48579711,South Kordofan,Al leri,first projection,2023-07-01,2023-09-30,4,8924,0.2
Jun 2023,SDN,48579711,South Kordofan,Al leri,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al leri,second projection,2023-10-01,2024-02-29,all,44623,1.0
Jun 2023,SDN,48579711,South Kordofan,Al leri,second projection,2023-10-01,2024-02-29,3+,15617,0.35
Jun 2023,SDN,48579711,South Kordofan,Al leri,second projection,2023-10-01,2024-02-29,1,8924,0.2
Jun 2023,SDN,48579711,South Kordofan,Al leri,second projection,2023-10-01,2024-02-29,2,20080,0.45
Jun 2023,SDN,48579711,South Kordofan,Al leri,second projection,2023-10-01,2024-02-29,3,11155,0.25
Jun 2023,SDN,48579711,South Kordofan,Al leri,second projection,2023-10-01,2024-02-29,4,4462,0.1
Jun 2023,SDN,48579711,South Kordofan,Al leri,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Delami,current,2023-06-01,2023-06-30,all,55750,1.0
Jun 2023,SDN,48579711,South Kordofan,Delami,current,2023-06-01,2023-06-30,3+,22299,0.4
Jun 2023,SDN,48579711,South Kordofan,Delami,current,2023-06-01,2023-06-30,1,16725,0.3
Jun 2023,SDN,48579711,South Kordofan,Delami,current,2023-06-01,2023-06-30,2,16725,0.3
Jun 2023,SDN,48579711,South Kordofan,Delami,current,2023-06-01,2023-06-30,3,19512,0.35
Jun 2023,SDN,48579711,South Kordofan,Delami,current,2023-06-01,2023-06-30,4,2787,0.05
Jun 2023,SDN,48579711,South Kordofan,Delami,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Delami,first projection,2023-07-01,2023-09-30,all,55750,1.0
Jun 2023,SDN,48579711,South Kordofan,Delami,first projection,2023-07-01,2023-09-30,3+,27875,0.5
Jun 2023,SDN,48579711,South Kordofan,Delami,first projection,2023-07-01,2023-09-30,1,13937,0.25
Jun 2023,SDN,48579711,South Kordofan,Delami,first projection,2023-07-01,2023-09-30,2,13937,0.25
Jun 2023,SDN,48579711,South Kordofan,Delami,first projection,2023-07-01,2023-09-30,3,22300,0.4
Jun 2023,SDN,48579711,South Kordofan,Delami,first projection,2023-07-01,2023-09-30,4,5575,0.1
Jun 2023,SDN,48579711,South Kordofan,Delami,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Delami,second projection,2023-10-01,2024-02-29,all,55750,1.0
Jun 2023,SDN,48579711,South Kordofan,Delami,second projection,2023-10-01,2024-02-29,3+,16725,0.3
Jun 2023,SDN,48579711,South Kordofan,Delami,second projection,2023-10-01,2024-02-29,1,13937,0.25
Jun 2023,SDN,48579711,South Kordofan,Delami,second projection,2023-10-01,2024-02-29,2,25087,0.45
Jun 2023,SDN,48579711,South Kordofan,Delami,second projection,2023-10-01,2024-02-29,3,16725,0.3
Jun 2023,SDN,48579711,South Kordofan,Delami,second projection,2023-10-01,2024-02-29,4,0,0
Jun 2023,SDN,48579711,South Kordofan,Delami,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Dilling,current,2023-06-01,2023-06-30,all,242289,1.0
Jun 2023,SDN,48579711,South Kordofan,Dilling,current,2023-06-01,2023-06-30,3+,121143,0.5
Jun 2023,SDN,48579711,South Kordofan,Dilling,current,2023-06-01,2023-06-30,1,36343,0.15
Jun 2023,SDN,48579711,South Kordofan,Dilling,current,2023-06-01,2023-06-30,2,84801,0.35
Jun 2023,SDN,48579711,South Kordofan,Dilling,current,2023-06-01,2023-06-30,3,72686,0.3
Jun 2023,SDN,48579711,South Kordofan,Dilling,current,2023-06-01,2023-06-30,4,48457,0.2
Jun 2023,SDN,48579711,South Kordofan,Dilling,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Dilling,first projection,2023-07-01,2023-09-30,all,242289,1.0
Jun 2023,SDN,48579711,South Kordofan,Dilling,first projection,2023-07-01,2023-09-30,3+,157487,0.65
Jun 2023,SDN,48579711,South Kordofan,Dilling,first projection,2023-07-01,2023-09-30,1,36343,0.15
Jun 2023,SDN,48579711,South Kordofan,Dilling,first projection,2023-07-01,2023-09-30,2,48457,0.2
Jun 2023,SDN,48579711,South Kordofan,Dilling,first projection,2023-07-01,2023-09-30,3,96915,0.4
Jun 2023,SDN,48579711,South Kordofan,Dilling,first projection,2023-07-01,2023-09-30,4,60572,0.25
Jun 2023,SDN,48579711,South Kordofan,Dilling,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Dilling,second projection,2023-10-01,2024-02-29,all,242289,1.0
Jun 2023,SDN,48579711,South Kordofan,Dilling,second projection,2023-10-01,2024-02-29,3+,109029,0.45
Jun 2023,SDN,48579711,South Kordofan,Dilling,second projection,2023-10-01,2024-02-29,1,36343,0.15
Jun 2023,SDN,48579711,South Kordofan,Dilling,second projection,2023-10-01,2024-02-29,2,96915,0.4
Jun 2023,SDN,48579711,South Kordofan,Dilling,second projection,2023-10-01,2024-02-29,3,72686,0.3
Jun 2023,SDN,48579711,South Kordofan,Dilling,second projection,2023-10-01,2024-02-29,4,36343,0.15
Jun 2023,SDN,48579711,South Kordofan,Dilling,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,current,2023-06-01,2023-06-30,all,58074,1.0
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,current,2023-06-01,2023-06-30,3+,26132,0.45
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,current,2023-06-01,2023-06-30,1,14518,0.25
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,current,2023-06-01,2023-06-30,2,17422,0.3
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,current,2023-06-01,2023-06-30,3,23229,0.4
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,current,2023-06-01,2023-06-30,4,2903,0.05
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,first projection,2023-07-01,2023-09-30,all,58074,1.0
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,first projection,2023-07-01,2023-09-30,3+,29036,0.5
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,first projection,2023-07-01,2023-09-30,1,11614,0.2
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,first projection,2023-07-01,2023-09-30,2,17422,0.3
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,first projection,2023-07-01,2023-09-30,3,23229,0.4
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,first projection,2023-07-01,2023-09-30,4,5807,0.1
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,second projection,2023-10-01,2024-02-29,all,58074,1.0
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,second projection,2023-10-01,2024-02-29,3+,20325,0.35
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,second projection,2023-10-01,2024-02-29,1,11614,0.2
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,second projection,2023-10-01,2024-02-29,2,26133,0.45
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,second projection,2023-10-01,2024-02-29,3,20325,0.35
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,second projection,2023-10-01,2024-02-29,4,0,0
Jun 2023,SDN,48579711,South Kordofan,Ghadeer,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al quoz,current,2023-06-01,2023-06-30,all,131931,1.0
Jun 2023,SDN,48579711,South Kordofan,Al quoz,current,2023-06-01,2023-06-30,3+,52771,0.4
Jun 2023,SDN,48579711,South Kordofan,Al quoz,current,2023-06-01,2023-06-30,1,26386,0.2
Jun 2023,SDN,48579711,South Kordofan,Al quoz,current,2023-06-01,2023-06-30,2,52772,0.4
Jun 2023,SDN,48579711,South Kordofan,Al quoz,current,2023-06-01,2023-06-30,3,32982,0.25
Jun 2023,SDN,48579711,South Kordofan,Al quoz,current,2023-06-01,2023-06-30,4,19789,0.15
Jun 2023,SDN,48579711,South Kordofan,Al quoz,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al quoz,first projection,2023-07-01,2023-09-30,all,131931,1.0
Jun 2023,SDN,48579711,South Kordofan,Al quoz,first projection,2023-07-01,2023-09-30,3+,65965,0.5
Jun 2023,SDN,48579711,South Kordofan,Al quoz,first projection,2023-07-01,2023-09-30,1,26386,0.2
Jun 2023,SDN,48579711,South Kordofan,Al quoz,first projection,2023-07-01,2023-09-30,2,39579,0.3
Jun 2023,SDN,48579711,South Kordofan,Al quoz,first projection,2023-07-01,2023-09-30,3,39579,0.3
Jun 2023,SDN,48579711,South Kordofan,Al quoz,first projection,2023-07-01,2023-09-30,4,26386,0.2
Jun 2023,SDN,48579711,South Kordofan,Al quoz,first projection,2023-07-01,2023-09-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Al quoz,second projection,2023-10-01,2024-02-29,all,131931,1.0
Jun 2023,SDN,48579711,South Kordofan,Al quoz,second projection,2023-10-01,2024-02-29,3+,39579,0.3
Jun 2023,SDN,48579711,South Kordofan,Al quoz,second projection,2023-10-01,2024-02-29,1,26386,0.2
Jun 2023,SDN,48579711,South Kordofan,Al quoz,second projection,2023-10-01,2024-02-29,2,65965,0.5
Jun 2023,SDN,48579711,South Kordofan,Al quoz,second projection,2023-10-01,2024-02-29,3,26386,0.2
Jun 2023,SDN,48579711,South Kordofan,Al quoz,second projection,2023-10-01,2024-02-29,4,13193,0.1
Jun 2023,SDN,48579711,South Kordofan,Al quoz,second projection,2023-10-01,2024-02-29,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,current,2023-06-01,2023-06-30,all,68149,1.0
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,current,2023-06-01,2023-06-30,3+,30666,0.45
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,current,2023-06-01,2023-06-30,1,17037,0.25
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,current,2023-06-01,2023-06-30,2,20444,0.3
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,current,2023-06-01,2023-06-30,3,23852,0.35
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,current,2023-06-01,2023-06-30,4,6814,0.1
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,current,2023-06-01,2023-06-30,5,0,0
Jun 2023,SDN,48579711,South Kordofan,Ar reif ash shargi,first projection,2023-07-01,2023-09-30,all,68149,1.0
